author,author_id,comment
Riyana838@,sitimariyana70,"polisi mau mengamankan atau perang sama rakyat, padahal gaji mrk dr pajak rakyat, walaupun mrk bayar pajak tapi tak sebanyak pajak dr rakyat,"
🦢,siteteh_03,pantesan ga fyp demo
storyCMP,adiknyajennieee_,knpa hrus di siram? biar pada udahan kah Demo? trs sbnernya polisi bela siapa? ijin nannya
Vicky Mochi,vickymochi30,SAMA SAMA INDONESIA -- DI ADU DOMBA 😭😭😭
Sembiring,pandia9,apakah Indonesia akan bubar jika seperti ini terus?
Mom Wayu,mediatrix.charway,💕💕💕
Papa andra,halopapaandra,ditv gk disiarin apa
Yudz☆,ay_ajh03,gua sedih banget liatnya ya allah😭😭
Ramadhan_1446H||2025✨,ramadan2026m_1447h,miris bngt negara ini
IPDK,suami_sayang_isteri94,
sagirl🫟,hlinmnlg,"Semangat, dan makasih banyak buat para pendemo. Terwakilkan"
░S░i░ ░m░a░n░t░a░n░,hanyasebuahnama073,baru kali ini di Indonesia ada demo besar²an tp 1 tv pun ga ada yang meliput beritanya.. ada apa dengan negeri ku saat ini??
Fajar N. Rimantoro,fanuri4010,gabakal didenger lah wong lagi WFH dan gedungnya kedap suara
asisss,sparkstea_,buset
husnulkhotimah7270,husnulkhotimah7270,DPR nya pada tidur rakyat sm polisi di adu domba..menyedihkan negriku😭😭
.,noname2_3.0,KAPAN NEGARAN BAKAL MAJU KLOH PEMIKIRAN RAKYAT NYA GINI GINI AJA😹
focus.23,automatic.23,"kok ada berita ini di metro tv, tv one, mnc groups, trans media dll ya?"
matchaa.latteee_,matchlte7,yaAllah 😭😭
inges_style,inges_style,waaaah
Queen scopio,putrisatria3,Rakyat loh diginiin 😢
MASSMU`♠️,massmu0877,apakah pak prabowo bungkam ? dan diam saja ?
Binor FYP⛔,aikashanum,plissss jgn ad yg nyalahin presiden😫😫😫presiden mah ga ada wewenangnya weeee kalian knpa ga paham2 pdhl yg komen gni jg udh bwanyaaakkkk😭😭😭
⋆. 𐙚˚࿔ mamania 𝜗𝜚˚⋆,h3ndra_46,ini pak prabowo perasaannya gimana .lihat dewan terhormat pada dagelan mulu🙏😁
miee,.sweetly53,"ngeri bgt co di sklh gw pada ngumumin abis balik sklh jgn pada kmna² langsung balik rumah jgn ada yg main jgn ada yg nongrong bahkan kerkom aja ga boleh langsung balik kerumah😭gr² demo ini,gw di Tangerang tapi sklhanya dkt dpr,jadi was2 gtu jir"
Yeol,yyyyyl30,"ini dari pemerintah ga ada yg mau angkat bicara gitu, tanggepi woy kasihan yg udh demo, katanya negara demokrasi"
yulll,yuliana2294,"sehat2 semua yg demo
mana nih puan katanya mau buka lebar pintu"
ONIC™esport🇮🇩&🇵🇭π§,un_cb789,Mana nih puannnn Mega lodon🗿🗿🗿
fitri_rahman,fitrirahmann,gak tega liatnya ya allah😭
naraaaa,nara12492,"jadi aparat bukannya melindungi rakyat malah menindas,ingat anda""itu bukan musuh.ini MH malah bela penguasa,indonesia CEMAS"
americano_es1,americano_es1,Fix 98 menyala ☺️☺️☺️
awkoawkwkwk,awkoawkwkwk,Air doang lo itu pdhl
Elll,elqwba,maju terus pantang mundur pokoknya hilangkan semua tunjangan DPR
AL-TAQIYAH,al.taqiyah,DPR YG MILIH kan RAKYAT scr langsung..😂😂😂😂😂😂😂😂😂😂
AL-TAQIYAH,al.taqiyah,😂😂😂😂😂😂😂😂😂😂di suruh milih juga mau kok demo..
rulijaya,rulijaya47,"ya Allah, tolong lah, anak ku mahasiswa, suamiku brimob, smoga kalian dilindungin Allah swt"
dewww,dewinur.aini24,negara sakit
atiati,yatieatie26,"mendingan Jawa merdeka,JKT merdeka"
Borahae💜,istrinya.min.yong5,ya allah lindungi lah mereka
24ayamgoreng,24ayamgoreng,masa lawan nya anak STM malu aku tuh
Cimey | UGC Creator,cimeygallery,"Kok dibubarin paksa, kan cuma menyampaikan aspirasi 🥺🥺"
راني,rantidineee,yaallah😭
Anno Ardy,annoardy,"semua biayaya aparat untuk menghalangi masa unjuk rasa , itu berasal dari mana ya?🤔 ( bertanya dengan nada lemah lembut )"
Lalaoke,tikawulandari10,anak org lu semprotin ampe guling2 parah amat aparat !!!
Haniversary,anip666,@partaigerindra
NY Libra,nybeb7081,maju trs jgn mundur
RiskiAditia,rskiiadtya,"enak rebahan, demo jga ga bakal didengerin.. capek"
Titi🤍,akubersyukurdanbahagia,gila ya pemerintah
er.mfdnt,er.mfdnt,💔
Masz Operator 🧑‍💻,masz4pis,
carmilla,ceucarmilla,"yg di demo lago terbahak"""
yella alvita,yellaalvita1,"ya,tuhan lindungilah mereka😭"
heloiniinu,heloiniinu,@gerindra
ℍ𝔸ℝ𝕌ℕ_𝕋𝔼ℂℍ,harun_tech,"polisi mengayomi rakyat ❌
polisi mengayomi pejabat 🔥"
Caramellatte🔵,dito_wdysmk,polisi hanya di jadikan kacung oleh pejabat2 di Indonesia 😅😅
yon,yon3907,bayaran ini mah jelas ...terorganisir
C,ciciucie1,dimana ini😭
suyatikurnia802,suyatikurnia802,Ya allah 😳😳😳😳
sukabumi321,sukabumi321,pejabat ga byr pajak..tpi rakyat dipajakin buat gaya hidup mewah mereka
Laiqa,renilaiqa,Para pejabat nya adem ayem dirumah 😭😭
ganes1710,ganes1710,Rakyat gaji DPR mati matian..ini balasan DPR pada kami!!
Bunga🌹,bungaqueenaraja,98 kah
mamageminiii,mamageminii,"kalau di negara lain uda keadaan genting sih , uda bermunculan pers presiden buat klarifikasi . harusnya
cuma ini Indonesia lagi sakitt jd di bungkam"
Lylla tantie 🍉,lylla.tanty,astaghfirullah.. lindungi mereka ya 😇🙏👼
kaoem-koesam0,kaoem__koesam,
dikaWIYAU,dikawiyau01,kalo banyak korban mungkinkah pbb akan me notice ini?
♡,cutiepiehdr,muak bangettt sama negara sendiri 😭
nung cute,moms.raffi.al.fal,"Alhamdulillah anak gw dilarang keras ikut demo dr pihak sekolah Nya,,"
Dinda Wijaya,tdindawijayap,mereka pada nyadar gasih kalo polisi sama rakyat lagi di adu domba sama DPR..
Bundo Melisa,bundo.melisa,prabowo lgi tidur
❤️Ummu Syifa❤️,ummusyifa795,presidennya mana???
 Nona Jatim,nonajatim,"Dalam hati paling dalam para petugas , sebenarnya mereka gak tega ngelakuin ini , apa mungkin"
Debby Meyske,ade.manopo,makanya kita rakyat indonesia mulai sekarang JANGAN LAGI BAYAR PAJAK..
De TiRTa 💀💀💀,gendut252509,Lindungi lahh
jangkar berkah shop,ernakurniawati92,ganti rakyat aja udah
Pencarian jati diri,pencarian.jati.di,indonesia sedang tidak baik baik saja
Shp1209,shp1296,"OK KALO MASYARAKAT SAMPE DI BUAT BEGINI. YUK SAMA"" KITA TOLAK BAYAR PAJAK."
Bunda ZivieNinda,ayu_supu,ya Allah
Lins,mamahfaiz2904,sbgai petugas psti dilema satu sisi dia bertugas satu sisi diapun rakyat juga
yudi,wah_yud111,semangat
Almahyra04,itsmine081,"katanya wakil rakyat, tapi disamperin rakyatnya takut 🤣"
cocomelon,inialissssss,"presiden nya ko ga memberi tanggapan apa"" ya? seakan"" ga tau"
ayy,ayy_moyu,padahal cuma mau aspirasi di dengar doang tapi segitunya banget aparatnya🥺🥺🥺
Jasmine29잣 미 네,jasmine29293,"Stay safe guys , semoga Allah melindungin kalian semua Aamiin Ya Robbal Aalaamiin 🙏🙏🙏🙏"
20 April ❤️‍🔥,meliaaast,di atas presiden itu DPR di atas DPR itu MPR
droneshine,droneshine,Reformasi 98 mulai
odacovaa_,maydinares,ASTAGHFIRULLAH LAILAHAILALLAH ALLAHUAKBAR 😭 YAALLAH LINDUNGI MEREKA
onah373,onah373,"Allah huaabaarrr,,, lindungilah para pendemoo,,, keselamatan nya,,, amiiinnn"
Capricorn januari,malaikat_takbersayap6,ya Allah 😭😭😭
bangkok,achimarselinno,pejabatnya : 😂😂😂😂 🤝😂😂🤝🤝😂😂🤝🤝
rusli,rusliaroep24,presiden pak Prabowo harus tegas....lucuti orang orang Jokowi dari pemerintahan ...mereka sengaja mndegaradsi bapak ...dgn cara betingas keoada rakyat
rofada,umiayla95,negri ini sedang sakit
chiba ♒,chiba8939,Presiden gada pidato apa2 gtu kok diem2 bae 😌 yg demo mending pake helm biar ga kena mata
Mr.PETE ✅,pepetetepete,Fungsi
Kid's Fashion Baju Anak,pakain_anak,polisi pelindung rakyat ❌❌❌❌
rusli,rusliaroep24,kalau begini terus bisa chaos...revolusi bis aterjadi nih..penguasa sama rakyatnya sudah jauh langgang dari api...
Ridho Ary S,ryc_866,truck sedot WC mana nih 😏
𓇢𓆸 anita.place ࿔*:･,anitaplace_,sedih bgt liat negaraku begini
brader_egg,brader.egg,semoga yg berjuang di berikan kesehatan🤲
Jarot,suryasopandi,@Neneng bae nya miluan
OscarOasis,revanimmanuel2,dah gede masih aja maenan air
IG || MamahGavin14,mamahgavin14,ponakan sampe disuru pulang cepet sama ptnya karna takut kena demo
muhgairil5,muhgairil5,apa susahnya pemimpin turun untuk mendengarkan apa keluhan rakyat
kaesopo,emhaaryanto11,presiden cuma pesuruh dpr😁
kairul,kairisolmaiyo,"dpr tutup mata, telinga, hati"
raen,raen.indonesia,Udah demo kedua Presiden dan ketua DPR ttak ada yg nongol sadarkah kalian bersumpah untuk rakyat . kalian udah dipercaya dipilih rakyat . buka gedung DPR Musyawarahlah dengan Rakyat wahai pimpinan rakyat jelata ini dah capek bener gua ama negara ini 😭😭🔥🔥
trisnafajarn,projay06,"petugas water Cannon....
pendemo water pup 💩👍👍👍🤣🤣🤣
pendemo bersih petugas bau ee🤔
gimna kalo gitu ya gess??!🙈🔥🤣"
wong sugih,nutrisari1922,mngkn indo tnpa dpr juga damaii gt kali ya makmurr sejahtera
mimma bisyir♡♡,haifa.sungkar1234,sedih banget liat negara gw begini😭😭😭
𝙓𝙓𝙓EZ,edwin_zul,"presiden dpr sama aja, gaada yg memihak rakyat, wowomu sama aja kyk puanmu 😂"
Gallerya,thegallerya,ketua DPR gak muncul. spt biasa😌😌😌
MarLeyOan,vastackzsh,dari dulu jg udh demo bnyak ga ad tuh perubahan wkwk
AyuzAhmad,ahmadayuz,@cnn @cnnindonesia @newswatchplusph @newseven.vn @newsflash71.official @newsplus @newsweek @underthedesknews
mencarikebenaran,human.body42,demo hny membuat susah rakyat kecil.. jalan macet dmn mana.. jualan pada sulit...
Y,yyqyy13,iiiiii parah bgt
cochies cocholate,user2921181195032,ya Allah ..😭😭😭 kasihan itu yg demo
Fanny Fanny,fanny.fanny750,"noh yg ngomong sruh demo yg tertib, aparat aj maen kasar, klo bisa pendemo jg bwa seenjata, diluar negri aj lebih prah klo demu semua dihancurin dan mreka jg bwa senjata"
Wullan,dwulansari7,Besok apakah masih ada demo?
Muhamad adi Nugroho,muhamad.adi.nugro4,Aduh bagaimana ini asep ismail
🍀Dian🍀,dian.mnlg,"Polisi mati""an melindungi gedung DPR dan isinya.... DPR bersenang-senang menguras keringat rakyat"
krisna7562,krisna7562,sebelum demo siapkan keperluan untuk lindungi diri
Idaa manik 78,idaa.manik.78,lihatlah wahai prabowo.. ...
Kuntilanak bisu,tidakdikenali317,"demo gapapa tapi jangan merusak aestethic kota jakarta yaa teman"" jakarta sudah rasa newyork soal nya 🔥"
Abang Mantap,abidin_mantapmantap,ini prabowo g ngliat bgini apa y?
ruangbelajarku.co,ruangbelajarku.co,Jasa ngerjain tugasnya kaka✌menerima tugas SD-KULIAH loh😍
Elvano.G,gandhielvano,pak Prabowo keluar lihatlah rakyatmu😌
Ry,ryuzosurbakti,DPR KEJAM
krist,dapoergaya,prabowo tau gak ya..skrng ind lg kacau😞
Komar Zain 🥶,komar_zain,hey kalian... sadarlah... susah kan mau protes ke DPR? 😂😂😂😂😂
sasukeeee,sasukeuchiha2345,"dasar manusia gak punya otak
kepung aja rumah puan
napain Klian ke gdung DPR
orang nya jauh mau kalian triak gak akan denger mereka"
Rainadmirer💦,dinarrainbow20,Ko yg demo kebanyakan kaya anak sekolah semua yaa
Muhamad adi Nugroho,muhamad.adi.nugro4,Semua GEGARA IKLAN MEGAN DOMANI
iCaaL¿,jusmann56,kebayang kalau polisi Tni nyerah.... gimana tuh gedung DPR 💀
Badut Liar,kosong.8379,GANTI KAPOLRI
Maria Merry,mariamerry777,pa polisi jgn terlalu jg. .baru kali ini liat org demo merasa seperasaan..duh Ya Tuhan Jaga lindungi mereka dr kecelakaan marabahaya peditnya gas airmata ..LAWAT NEGRI INDONESIA TETUTM PEJABAT2MYA YA TUHAN ..KAMI ANGKAT TANGAN PADA ENGKAU YA TUHAN ..SUPAYA TUHAN TURUN TANGAN 😇
Anto,antolive877,Tumben gak ada komen yang namanya Yohanes.. apa dia udh almarhum
Dimas Adi adi,dimas.adi.adi27,kurang kompak demo nya
akhmadbawono,akhmadbawono,yang milih DPR kan kalian semua 😂
🇲🇨🅰🅳🅸 bara bere🇲🇾,asyrofisuriadi,"nanti bilangnya rakyat yg anarkis, kenyataan di lapangan justru mrk di serang dgn gas air mata atau apalah itu namanya"
Zzzzz,tangsi06,salah demo....mulyono tuh demoin....
Noel Kecil,noel.kecil,yang mengecewakan saat demo itu adalah ketika aparat tidak terpancing/terprovokasi... kentang. Semoga Polisi dan TNI yg berjaga tidak memberikan mahasiswa/STM yg berdemo sebuah pengalaman utk anarkis..
Albani hijab,nandaiand,rakyat vs penghianat negara
i'm candraa,candraa_gengss05,mantapp rakyat mendukung mu anak muda
Sagitarius ♐️,della.anggi_94,"Katanya pintunya terbuka 😭 pas mau didatengin pake barier beton , pasukan brimob ratusan.. ya ampun itu yg didalem hati"" dehh ngerinya azab dari tuhan lohhh"
feen,fitrafeen,@as☆ anjay berdemo lg wkwk
bunda ibrahim,ibrahimmm03,"semangat, lindungi mereka semua 🤲"
Aceng 135 👑,hendy_aceng08,"Indonesia sedang melakukan perang, rakyat sipil vs pejabat dan ladusing"
N,nflzms76,"berpotensi fyp
tinggalkan jejakk 🤭😹"
LAZY_BOY,supinrai832,go go go go go
🅼🆁>🅺🅰🅼🅰🅻,mrkamal033,
Aashish Dhungana,aashish.dhungana7,केपी शेरे प्रचण्ड लाई टुँडिखेलमा झुन्ड्याउनु पर्ने थियो।
@adhikariganga,gangaadhikari445,नेता थुतेर आगाे लाउनु पर्छ
:-$,mr.lazy314,5 jana lai maryo aba tw xodna huna
kamalabhandari1974,kamalabhandari1974,जेएजि को रक्षया गर भगबान उनि हरुलाइ केहिनहोस पशुपति ले रक्ष्या गरुन
𝑲𝒆𝒎𝒂𝒍,apexsir01,In Nepal right now 🥹
❤️‍🩹Uk⚔️,laurey062,आज कुनै पनि आमाले आफ्नो सन्तान गुमाउनु नपरोस्।🙏
Sao phải hỏi,saophaihoi2206,Đảng csvn vô mà xem nếu không sớm thay đổi 👍
aretanivi3,wantijombrang,yaa Alloh tolong pulihkan negeri ku agar aman dan damai kembali jg lindungi semua rakyat kecil yg berjuang demo 🙏
Mạnh Lê🌾17 ♥️ 89🌾,manhle_tb,Thế mới biết VN mình quá tuyệt vời
AS🖤 FIROZ........... B..... i,asfirozasfiroz3,@AS🖤 FIROZ........... B..... i:তারা কি আওয়ামী লীগের মতো বলবে নাকি যে আমাদের নেত্রী পদত্যাগ করে নাই 🙄
กูมานทอง,pomdekdee,@ปอมแป้ม💐🌹🐶: @ปอมแป้ม💐🌹🐶: 🫵🏻🫵🏻👍🏻👍🏻👍🏻👍🏻
wayhome,wayhome2024,"democracy grows on blood.
pray for Indonesia from korea"
Yαη☻.,yan.vn94,tim sẽ mạnh khỏe 💪
Mạnh Hùng TOP PIANO,mhpianovn,"Tính ra xem xong video này mới thấy ở Việt Nam "" mệt thật"" , sáng nào cũng phải nghĩ ăn gì cho ngon, uống cf ở đâu cho chất, tối rảnh lượn vài vòng hồ, ăn kem, chém gió! Mệt thực sự cả nhà ạ 😂"
het sac du phong@,het.sac.du.phong,Cầu mong đất nước hòa bình thương người dân
Thích thì đổi tên,thanh.trc5046,Có ae nào người việt nam mình biết họ làm gì không ạ cảm ơn
Nguyễn Hữu Phúc 🇻🇳,phuc010390,Việt nam cũng sắp chiến tranh rồi nha. mình chọn phe trước là thập cẩm 2 trứng nha. nói không với nhân đậu xanh và khoai môn🥰
B~T~Trà  ~(っ˘з(˘⌣˘ )~,i.love.rouie,This is indonesia 🇮🇩 😡😡😡
Thuỳ Dương🇻🇳,n.t.d_201,@Hồng Nhungg sợ vãi
Phong Tô Sợ Nóng ❄️,tieulyfidow_98,Chắc mỗi t người việt nam ở đây
hoanggg3017,hoanggg3017,Vn đâu
Q ơi,le_q_oi,"anh em Việt Nam t đâu rồi.
nhìn đây mới thấy giá trị của hòa bình 🥰"
02/09/2025,p.ch.1975,hoan hô các bạn. để VN mình phát triển nhé🤭
☘️☘️nắng-hạ🍁🌿,mayman_99_99,Người việt đầu tiên
VINH NGUYỄN ☯,vinh.nguyn9464,học mỹ này
Thắng cặc to,thangthatha6789,Tất cả những nước hứng đc làn sóng dịch chuyển từ Trung Quốc đều ko ổn.
tôi khổ quá,chienhiptp,việt nam number one
TÙNG,hatung170788,Selamat untuk rakyat Indonesia 😂😁
Lãng tử 89,lng.t.892,Cố lên các bạn
Trung Hiếu,t.h.trung.hieu,Kiếp sau và mãi mãi tôi nguyện tiếp tục được sinh ra là người Việt Nam. ❤️đất nước Việt Nam tôi
Phúc 💫,thaygiaophuc,@Huy ky
Ngọc Tài : HN,ngc.ti756,"Đa đảng đó thích chưa , đây Việt Nam tớ chỉ cần 1 đảng thôi ,"
Đồng Nguyên Chất,saugauvn,"Các bạn dân chủ có quyền biểu tình mà. Hãy tận dụng tối đa quyền lợi đó. Biểu tình chán xong mệt về ngủ ngày mai vẫn vậy, chả thay đổi gì. Hài thật 😂😂😂"
NGUYEN KHAI,nguyen.khai37,"The country must follow communism for the people to be warm and happy, ura"
Trịnh Cường,trinhcuong242,second Bangladesh or Myanmar
Kiếm Phong Kim,hng199325,Chủ tịch Hồ Chí Minh muôn năm nước cộng hòa xã hội Chủ nghĩa Việt Nam muôn năm 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳
hoàng nguyễn,hoangjim21,tinika tanaki
Tiến Đạt,dinhductienth,"Chào mừng các doanh nghiệp , nhà đầu tư đến với Việt Nam . 1 đất nước bình yên , Hiếu khách và sẵn sàng hợp tác cùng nhau phát triển 😌"
➺𝑮𝒊𝒂̀𝒏𝒈 𝑨 𝑷𝒉𝒂́𝒐🧜🏻,quankull_,Việt nam ko quá 30 phút là dẹp xong hết
hẹn ngày mai,thainham1982,Sao không hòa bình mà sống với nhau
Bố Ông Tướng,86_abc,họ duyệt binh hay diễn tập vậy😳
🍁Anya🍁fin❄️🌞,anyaliya234,Protes ini telah berdampak pada bisnis dan kehidupan semua orang di sana. Saya harap situasinya membaik dan semua orang tetap aman.❤️
Mèo Đen,hc.miu78,@Đỏ Vàng 🥰😍!
國黃889,hoang.anh2566,những đất nước để cách mạng màu len nỏi vào đất nước lớp trẻ tự phá hủy đất nước phương Tây nó chỉ là cái bánh vẽ
Duy Tùng,dtung7799,"Hoà bình đẹp lắm, Việt Nam ơi 🇻🇳🇻🇳🇻🇳🇻🇳"
Thanh Nguyen,thanhnguyen2705,VIệt Nam Hồ Chí Minh 🇻🇳
Thành Tân,thanhtan111111,Cảm ơn vì đã đc sinh ra trên đất nước Việt Nam
VVR,vvr0996,"mấy lực lượng đối lập ở Papua Newgine dỡ, cơ hội này lãnh đạo dân ở đó nổi dậy cướp chính quyền, tuyên bố độc lập luôn"
TokAyohPin,tokayohpin,wahai bngsa ku rkyt mlsia yg d hrmati..apa kh kt mahu kn ngra kita bgni...fkr2 lh kita org yg waras..
.,uungku12,apa nk jadi ngan Indonesia... turut kesian
🇩🇪 Zenith Zoysia,sugarday4u,"siapa Indonesia si cantik nak cari boyfriend? saya German, umur 32 : )"
𝚂𝚃𝙸𝙽𝙰𝙸𝚉😎,stinatodak,semoga baik2 saja saudara serumpun di indonesia...salam dari malaysia
niken TR,nkntr21,"Yaa 😭
hei pemerintah yg diatas please jangan kau adu rakyat dgn aparat
😭"
Peyjal,peyjal2,semoga semuanya selamat dan dipermudahkan 🤲 salam dari Malaysia
AzniNoni,azninoni,kerajaan menindas rakyat dimana² negara di dunia ni🥺
MaHani PSR1000,mahani1574,Indonesia ku berduka😭😭😭
Riinnnn,riineeeeee,"Siap bawa senjata ehhh, lain mcm protest dorg ni"
Bos muda 💫,cahragil636,truck sapiteng kamren kemana ???
itsmeian~,_its_me_ian_,Semoga yg demo TERUSKAN BERJUANG 💪 demi KEADILAN untuk Rakyat Indonesia & dlm lindungan Allah..BANGKIT TERUS Salam dari Malaysia
norhafizah_cheqza,norhafizah_cheqza,Allahu takut nya tengok kat sana.. sedangkan baru je lepas sambutan kemerdekaan. Kesian dekat rakyat2 marhain.. Semoga aman kembali.. Semoga Malaysia Dijauhi dari Keadaan begini Moga Terus Aman Damai...Aamiin2. 🤲🤲
AnizaTajuddin #ADH,anizatajuddin,ya Allah lindungi rakyat indonesia yg ditindas
° D¡L ^🦀🦐🐟🐚,siput_sedut3,aku sebagai rakyat Malaysia sokong ape anda buat SEMANGAT...
Sharan,thayasharan,Skrg Miskin Lagi Jadi Miskin Tegar . Kaya Jadi Maha Kaya
"putera "" N """,putera.n,DPR bubar...uang gajian DPR bantu rakyat sengsara..
Ati Hadi Ardilla 🔥,atihadiardilla,kalian pahlawan ....sehat semua
indraputraputra97,indraputraputra97,👍👍👍
